,Store,Source,Date,Version,Emotion,Rating,Original Reviews,Translated Reviews
222,iOS,Appbot,2017-09-19,9.0,meh,5,"Can not copy or paste etc.. Update: Fixed after update

Copy, paste or other functions while browsing have been disabled when selecting text. The only option now is ""find in page"" which crashes the app if you press it. Without copy and paste options browser is totally useless.",. 
223,iOS,Appbot,2017-09-19,9.0,happy,5,"Best update yet + solid browser. This is my go-to browser on my iPhone and iPad mini. I have tested 8 of them and kept the best 3 to use.  GR updates - Firefox has the best stability, features and default settings.  Mucho kudos to developers.  
#RECOMMENDED
...tested >3 weeks
...in use 9 months total",. 
224,iOS,Appbot,2017-09-19,8.3,,1,App Update. App keeps saying an update is available . I updated it and it still keeps wanting to update.,. 
225,iOS,Appbot,2017-09-19,8.3,,5,"很棒的评论. 🐝无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，🥒关注微💜公众號（乐玩团）🌺里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生、上班族或是全职家庭主妇，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右🦋，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🐠保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。
玩了一段时间，觉得还不错，闲时间的时候玩一玩，可以消遣一下时间 ~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~这个游戏可以挂机练级，在你忙的时候也可以玩，非常好的一个游戏，推荐大家玩，画面也比上档次，各种副本任务多，让平民也能玩出精彩，比较实在~我的心灵春天我以直立的形象站在春天的中心当我用轻风呢喃着说出一声爱我就是春天的一部分一片直立的春天我听到春天的声音正是从我的内心逶迤而出由近远我用天空的飞鸟对自己说热爱春里的生命热爱生命里的春天如果说眼睛是心灵洞开的一对窗扇是心灵涌出的两汪清泉那么秘密就是心灵珍藏的一座宝矿是心灵敛聚希望评论完会对你有用！在你忙的时候也可以玩，非常好的一个游戏，推荐大家玩，画面也比上档次，各种副本任务多，让平民也能玩出精彩，骑着龙刷刷往前冲，很爽啊！不用流量也可以玩，还是免费的，很实在很打发时间的游戏啊！",. 
226,iOS,Appbot,2017-09-19,8.3,meh,1,"HEY EVERYONE CHECK OUT MY HISTORY. What's this new ""Visit again"" thing? YOU DO NOT DISPLAY THINGS YOU FIND IN HISTORY LIKE THAT! USE SOME SENSE, WOW",. 
227,iOS,Appbot,2017-09-19,8.3,happy,3,Please find a way. To block Firefox from opening App Store multiple times while watching videos. Could there be a switch to not allow Firefox to open certain apps? Thank you,. 
228,iOS,Appbot,2017-09-19,8.3,,5,很好用的评论. 🥒在家没事可以赚点小钱，一天几十块轻轻松松，💋大家快来微💚公众號〖乐玩团〗，🌺里面的兼职任务量非常大，而且还都配有教程，非常的简单，每天都有做不完的任务，只需动动手指玩玩手机就可以轻松赚💰钱，👽每天都可以提现，🎖不用担心结不了钱。朋友推荐给我的，因为非常靠谱，🎓所以好东西非常值得分享给大家。让你在学习工作之外还能有一份额外的收入，🚜省时省力，每天利用洗脸刷牙的时间就可以做的，🎡反正不管你是在上学还是上班或者在家闲着都可以做，大力推荐。🤝竞技性和平衡性上也做的足够出色，游戏的画质很好，而且兼容性非常高，即使是低配也很清晰。创新能力也没得说，上手还特别简单。👻👻,. 
229,iOS,Appbot,2017-09-18,8.3,,5,"проблема синхронизации. удаляешь все акки
на всех устройствах
предварительно выйдя,
новый заводишь .. .
снеся все под корень
и по новой установив .. .
все равно то-же самое
и откуда не возьмись
вылазит еще то
что пять лет назад удалил
в удаленных аккаунтах .. .
вообще бред какой-то .. .
то же самое :::
  стоит в акк зайти хоть раз..
кнопки синхронизации
вообще работать перестают .. .
потом только чистить
firefox через табло решения
проблем .. но опять же
до первого входа .. .",. 
230,iOS,Appbot,2017-09-18,8.3,sad,3,"Crashes. Works about 50% of the time for me, I can't even do a search on DuckDuckGo or minimize the app without it freezing up or crashing.",. 
231,iOS,Appbot,2017-09-18,8.3,sad,1,It crashes every time I click on sync devices with VoiceOver enabled. Please fix it,. 
232,iOS,Appbot,2017-09-18,8.3,,1,"Firefox par défaut car Focus pas dispo pour Ipad2. C'est du n'importe quoi, ou de l'incompétence , et ce bridage me fâche.",. 
233,iOS,Appbot,2017-09-18,8.3,,5,很棒的评论. 🥒无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，🏂关注V💞公众號〖乐玩团〗🌷里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右👍，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🌇保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~,. 
234,iOS,Appbot,2017-09-18,8.3,,5,Lieblingsbrowser. Fehler wurden behoben.,. 
235,iOS,Appbot,2017-09-18,8.3,,1,勝手にアンインストールされてた. 朝起きたら無くなってた,. 
236,iOS,Appbot,2017-09-18,8.3,,5,很好用的评论. 🥒在家没事可以赚点小钱，一天几十块轻轻松松，💋大家快来微💚公众號〖乐玩团〗，里面的兼职任务量非常大，而且还都配有教程，非常的简单，每天都有做不完的任务，只需动动手指玩玩手机就可以轻松赚💰钱，👽每天都可以提现，🎖不用担心结不了钱。朋友推荐给我的，因为非常靠谱，🎓所以好东西非常值得分享给大家。让你在学习工作之外还能有一份额外的收入，🚜省时省力，每天利用洗脸刷牙的时间就可以做的，🎡反正不管你是在上学还是上班或者在家闲着都可以做，大力推荐。🤝竞技性和平衡性上也做的足够出色，游戏的画质很好，而且兼容性非常高，即使是低配也很清晰。创新能力也没得说，上手还特别简单。,. 
237,iOS,Appbot,2017-09-18,8.3,,5,"Sensacional. Leve, muito rápido ... Muito
Melhor que o chrome.",. 
238,iOS,Appbot,2017-09-17,8.3,happy,5,"My favorite browser for security. Good browser generally, has a useful history erasing function that works better than safari, in my opinion. Not all websites like it, so there is some browser switching, but definitely worth it to have Firefox on my phone!",. 
239,iOS,Appbot,2017-09-17,8.3,,5,很棒的评论. 🥒在家没事可以赚点小钱，一天几十块轻轻松松，💋大家快来微💚公众號〖乐玩团〗，里面的兼职任务量非常大，而且还都配有教程，非常的简单，每天都有做不完的任务，只需动动手指玩玩手机就可以轻松赚💰钱，👽每天都可以提现，🎖不用担心结不了钱。朋友推荐给我的，因为非常靠谱，🎓所以好东西非常值得分享给大家。让你在学习工作之外还能有一份额外的收入，🚜省时省力，每天利用洗脸刷牙的时间就可以做的，🎡反正不管你是在上学还是上班或者在家闲着都可以做，大力推荐。🤝,. 
240,iOS,Appbot,2017-09-17,8.3,,5,很好用的评论. 💚无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，🦋关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~真的棒极了，也欢迎有兴趣的朋友好一起交流🤝,. 
241,iOS,Appbot,2017-09-17,8.3,angry,2,"Great until it freezes. The app always freezes. Not shut down, but simply freeze for 10-20 seconds at a time",. 
242,iOS,Appbot,2017-09-16,8.3,,5,Спасибо. Спасибо,. 
243,iOS,Appbot,2017-09-16,8.3,,5,很棒的评论. 💚无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，🦋关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~真的棒极了，也欢迎有兴趣的朋友好一起交流🤝,. 
244,iOS,Appbot,2017-09-16,8.2,meh,2,"No Adblock and no download support. It would be perfect if not for this. There are several browsers in the App Store that had native Adblock before content block apps so I'm not sure why a big gun like Firefox can't manage. It's so bad I've switched browsers until they introduce this. For downloading I'm not even asking for video support, just being able to download an ePub without having to switch to safari is enough. Again, why isn't this something that came with the original launch? Others can do it.",. 
245,iOS,Appbot,2017-09-16,8.3,sad,1,"Good brower marred by PATHETIC Bookmark management. Good fast browser able to display sites the Safari garbage can't, that is rendered almost useless by truly abysmal bookmark management. Mozilla, you seriously need to pull your socks up with this. No folder management, no re-ordering of bookmarks, to update a bookmark you have to delete it and add it back... The entire bookmark subsystem is embarrassingly archaic.  This browser would get a MUCH higher rating if the bookmark subsystem lived up to the rest of the package.

As of September 2017 this situation has no t changed.",. 
246,iOS,Appbot,2017-09-16,8.3,,5,很好用的评论. 💚无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，🦋关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~真的棒极了，也欢迎有兴趣的朋友好一起交流🤝,. 
247,iOS,Appbot,2017-09-15,8.3,,5,很棒的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~真的棒极了，也欢迎有兴趣的朋友好一起交流,. 
248,iOS,Appbot,2017-09-15,8.3,happy,5,"BETTER THAN SAFARI❗️. I have used Firefox for years on PC's and never been disappointed. Adding it to my six iPads was a no brainer! The best browser out there, in my opinion. 
Microsoft has worked hard to make Internet Explorer totally irrelevant and THE browser to DELETE. Adding Firefox to iPads makes them even better!",. 
249,iOS,Appbot,2017-09-15,8.3,,5,很好用的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~真的棒极了，也欢迎有兴趣的朋友好一起交流,. 
250,iOS,Appbot,2017-09-14,8.3,,3,Synchronisieren mit Firefoxacount. Bei der Version 8.3 werden die offenen Tabs nicht mehr synchronisiert 🙁. Vorher hatte das immer Wunderbar geklappt.,. 
251,iOS,Appbot,2017-09-14,8.3,,5,很棒的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~真的棒极了，也欢迎有兴趣的朋友好一起交流,. 
252,iOS,Appbot,2017-09-14,8.3,,4,"Исправьте, пожалуйста. Синхронизация закладок работает неправильно, т. к. в мобильных закладках ничего не появляется, следовательно, и на компьютере тоже. Также в декстопной версии браузера мобильные закладки нельзя открыть в закладках из меню браузера, а мне удобнее когда иконка находится в меню. Айфон 5, 10.3.3.",. 
253,iOS,Appbot,2017-09-14,8.3,angry,1,"Crashes on launch. Useless.  Will not open.  Updated, no change; still crashes on launch.",. 
254,iOS,Appbot,2017-09-14,8.3,,3,Ok. It's ok,. 
255,iOS,Appbot,2017-09-14,8.3,,5,RA. Perfect,. 
256,iOS,Appbot,2017-09-14,8.3,,5,很棒的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，也欢迎有兴趣的朋友好一起交流🤝🤝谢谢,. 
257,iOS,Appbot,2017-09-13,8.3,,5,很好用的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，也欢迎有兴趣的朋友好一起交流🤝🤝谢谢,. 
258,iOS,Appbot,2017-09-13,8.3,sad,2,"Guarda contraseñas a pesar de haber cerrado sesión. Comparto el iPad y ya no quiero iniciar sesión con mi cuenta de Firefox como lo hago en la computadora con Windows porque en la versión para iPad se puede acceder a las contraseñas guardadas a pesar de que hayas cerrado sesión. Falla grave en la seguridad. Una lástima porque en Windows me manejo sin problemas y cuando cierro sesión o salgo de Firefox, al reiniciar la aplicación me pide la contraseña maestra que creé, cosa que la versión para iPad no tiene.",. 
259,iOS,Appbot,2017-09-13,8.3,sad,1,"Everything is wrong. Crashes every couple minutes.  Back/forward buttons are at the bottom, tabs when you open the up are damn near impossible to close.  Also uses yahoo as a default search engine, which is just stupid.",. 
260,iOS,Appbot,2017-09-13,8.3,delighted,5,"Room for improvement, but good the way it is.. Nice browser to use on iPhone, but I prefer the Windows version.",. 
261,iOS,Appbot,2017-09-13,8.3,,5,很好用的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，也欢迎有兴趣的朋友好一起交流🤝🤝谢谢,. 
262,iOS,Appbot,2017-09-12,8.3,,5,很棒的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，也欢迎有兴趣的朋友好一起交流🤝🤝谢谢,. 
263,iOS,Appbot,2017-09-12,8.3,,2,"Bug Report. Lässt sich leider in der aktuellen Version auf dem iPhone SE nicht einmal mehr öffnen. Die Bewertung wird selbstverständlich mit Fehlerbehebung bearbeitet.

Firefox Klar funktioniert hingegen einwandfrei.",. 
264,iOS,Appbot,2017-09-12,8.3,happy,5,Better than others. Better than other browsers. Private browsing is a great feature.,. 
265,iOS,Appbot,2017-09-12,8.3,meh,1,"Verbesserungswürdig. *iOS 10.3.3 - iPhone 5s/ iPad Air 1*

Mit dem Update friert die App ständig ein. 
Eine Seite grade geladen, wird Sie mir plötzlich nur noch alles in grau angezeigt. Reload funktioniert nicht. 
Nur das komplette schließen und wieder öffnen geht. 
Bis sie wieder einfriert ...

++ ab 5.0 ++

Wenn man sich auf einer Seite einloggt und oder in die Tab Übersicht geht, funktioniert die zurück Funktion nicht mehr. Als hätte man einen neuen Tab geöffnet. Furchtbar 
++

Leider ist der Browser ein bisschen langsam und Java Seiten wie Amazon oder eBay wollen die Bilder nicht richtig anzeigen bzw die Bilder lassen sich nicht weiterwischen. 

Außerdem sind die Tabs umständlich gelöst. Im Übersicht Modus ruckelt es ordentlich. 

Umständlich ist auch die Anordnung der Einstellungen. Etwas, das man öfters nutzt, wie das Löschen der History/Cookies, sinkt immer weiter nach unten. 
Sowas gehört höher!

Völlig daneben finde ich die Lösung der Favoriten, denn beim Start des Browsers ist man im History Modus, nicht wie beim Safari im Lesezeichen/ Favoriten Modus. Auch der Favoriten Stern in der unteren Leiste muss weg. Da gehört der Tab Switcher hin, denn immer dafür nach oben zu manövrieren ist umständlich, weil sich die anderen Aktionen unten sind ...

Toll fände ich auch den Browser im privaten Modus starten zu lassen, leider muss man den jedesmal neu aktivieren. 

Generell freue ich mich aber auf den Firefox, wurde er von Mozilla doch anfangs aufgegeben für iOS. Es gibt leider auch noch sehr viel Luft nach oben. 

Ob Apple es Drittanbieter Browser auch erlaubt AddOns wie AdBlocks zu nutzen?",. 
266,iOS,Appbot,2017-09-12,8.2,sad,1,Disappointing. Awkward to use & crashes a lot,. 
267,iOS,Appbot,2017-09-12,8.3,,5,很好用的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，也欢迎有兴趣的朋友好一起交流🤝🤝谢谢,. 
268,iOS,Appbot,2017-09-11,8.3,angry,1,Useless!. Horrible l,. 
269,iOS,Appbot,2017-09-11,8.2,happy,5,"Good browser option. Easy to use, stable, syncs all my favorites with my desktop version of Firefox, which I love.",. 
270,iOS,Appbot,2017-09-11,8.3,,5,很棒的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，也欢迎有兴趣的朋友好一起交流🤝🤝谢谢,. 
271,iOS,Appbot,2017-09-11,8.3,sad,2,"You took a GREAT app and made it HORRIBLE!. Why did you do that?  What kind of anti-GEEKS do you have working for you?  I used to be able to clean cache SELECTIVELY, quite easily, with one touch...now, the app is SLOW, often unresponsive, and is clearly the fault of dating mining and cache collecting!  I wag my finger at you and say, clean up this app!",. 
272,iOS,Appbot,2017-09-11,8.3,sad,1,"no improvement. it said improvements and bug fixes in the description of the app's update. now it's not working at all, it keeps crashing even before opening a website",. 
273,iOS,Appbot,2017-09-11,8.3,meh,3,"The Ads drive me nuts. I would gladly pay a fee for a pro version so that I wouldn't have to hit the little ""X"" every time an obnoxious ad pops up on my screen.  Apparently the pop-up blocker is useless.  Other than that, it works.",. 
274,iOS,Appbot,2017-09-11,8.3,happy,5,Hay. Rất hay,. 
275,iOS,Appbot,2017-09-11,8.3,,5,很好用的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，也欢迎有兴趣的朋友好一起交流🤝🤝谢谢,. 
276,iOS,Appbot,2017-09-10,8.3,angry,1,"Keeps Crashing after Sept. 7/2017 update. Keeps crashing every few minutes. Considering my internet sucks and every time it crashes I have to wait for the page to reload, wait several times while scrolling down to where I left off for the page to continue loading is very annoying. I just get to where I left off and it crashes again! It's getting to the point where I'll just switch to Safari which I hate till a fix comes.",. 
277,iOS,Appbot,2017-09-10,8.2,happy,5,"Best browser on IOS. If you like me and think that safari is garbage... iv tried every browser, and Firefox is the best working... on speed ,privacy , and interface.
Highly recommend it!",. 
278,iOS,Appbot,2017-09-10,8.3,,5,很棒的评论. 🏂无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，💜关注微信公众號〖乐玩团〗🌿里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右✌️而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，也欢迎有兴趣的朋友好一起交流🤝🤝谢谢,. 
279,iOS,Appbot,2017-09-10,8.3,,1,Bug Report. Lässt sich leider in der aktuellen Version auf dem iPhone SE nicht einmal mehr öffnen. Die Bewertung wird selbstverständlich mit Fehlerbehebung bearbeitet.,. 
280,iOS,Appbot,2017-09-10,8.3,meh,2,"Not the best browser.. This browser doesn't replicate the experience of the desktop version. There are too few options - not enough privacy options like blocking 3rd party cookies and 'do not track' option. At least with Safari iOS, you can add a content blocker to block ads and other trackers. I like that you can set a default search engine as some mobile browsers annoyingly don't allow this. I've never been a fan of Top Sites as it displays your most visited sites rather than a fully customised set of sites. Even if you pin sites to it, there's no way to reorder them. At least with the desktop version there's the option to install a Speed Dial plugin. Overall, quite disappointing.",. 
281,iOS,Appbot,2017-09-10,8.3,happy,3,"Ganz okay, aber teilweise Reaktion sehr langsam. Vor allem, wenn man nur mal schnell etwas nachgucken möchte, und kurz nach dem Start des Browsers eine URL eintippen möchte, dauert es manchmal bis zu 10 Sekunden, bis der Browser reagiert. Das muss dringend verbessert werden.

Auch verschiedene Dinge sind einfach noch nicht gut gelöst. Zum Beispiel die Lesezeichenverwaltung ist noch ein großes Manko.

Insgesamt aber bin ich glücklich, dass ich meine umfangreiche Lesezeichensammlung und meine History jetzt auch mobil immer dabei habe.",. 
282,iOS,Appbot,2017-09-10,8.3,,5,很好用的评论. 🥒无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，🏂关注V💞公众號〖乐玩团〗🌷里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右👍，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🌇保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~,. 
283,iOS,Appbot,2017-09-09,8.3,,5,很棒的评论. 🥒无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，🏂关注V💞公众號〖乐玩团〗🌷里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右👍，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🌇保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~,. 
284,iOS,Appbot,2017-09-09,8.3,,2,"Nefunguje synchronizace. Bohuzel zklamani uz po instalaci. Nefunguje synchronizace oblibenych polozek apod pomoci Sync. Uz pri pokusu o prihlaseni do Firefoxu to opakovane hlasi, ze stranku nelze nacist:-( Vzhledem k pouziti synchronizace mezi dalsimi mymi PC a telefonem je to u tabletu dost neprijemne, ze nemohu vyuzivat ulozena data:-(",. 
285,iOS,Appbot,2017-09-09,8.3,sad,2,"Very Frustrating. I'm a great fan of Firefox but find their ""support"" extremely frustrating. There is a forum but questions there can go unanswered and from there they fall into a Firefox black hole. 

Secondly as far as I understand you can not sync you bookmarks can NOT be synced between your iOS devices and a Mac. That's ridiculous. If I am wrong about this I'd like someone to correct me. But there's no Mozilla support person that is available. 

This all started with me wanting to know how to create bookmark folders in the iOS app. 

Spent 1.5 hours trying to find the answers. Too bad. No one is home at Mozilla.",. 
286,iOS,Appbot,2017-09-09,8.3,,1,"Schrott hoch 10. Total unübersichtlich und daher unbrauchbar. Der Designer sollte definitiv noch mal zur Nachprüfung antreten. Firefox am PC ist echt top, aber als App: setzen 6, danke und tschüss",. 
287,iOS,Appbot,2017-09-08,8.3,,3,"Закладки-Bookmarks. Сделайте,пожалуйста,возможность управлять закладками и создавать папки.Неудобно.",. 
288,iOS,Appbot,2017-09-08,8.3,meh,4,"Great app! Very fast!. This is a great browser to use on your IOS. It's fast, reliable and is very clean and nicer on the eyes. It could do with a clear history button, because if I'm done looking at images, I don't want to keep swiping then pressing delete over and over. But I still suggest getting the app!",. 
